Label,Statements
Strong myths,A flu shot can give your baby the flu.
Strong myths,Vaccines caused the rise in autism diagnoses
Strong myths,"Itâ€™s never too early to check for autism/ADHD,"
Strong myths,A good response to stimulant medication is proof that a child has ADHD
Strong myths,Only children have DLD
Strong myths,You need to clean the baby's cord with antiseptic and alcohol
Strong myths,Allergies are all genetic 
Strong myths,Children are overmedicated
Strong myths,Children tend to grow out of mental health problems. And it is expected
Strong myths,Children do not experience mental health problems.
Strong myths,My childâ€™s problem is just a phase or is for attention-seeking.
Strong myths,My child just wants to make up her own story
Strong myths,A child with a mental health disorder is damaged for life.
Strong myths,A child can manage a psychiatric disorder through willpower. No external support is required. 
Strong myths,I can help my child manage their mental health disorders by helping them with their willpower.
Strong myths,My child will outgrow the problem
Strong myths,Childrenâ€™s mental health therapy is a huge waste of time.
Strong myths,Therapy for kids is a waste of time.
Strong myths,The youngster is lifelong harmed with a mental illness
Strong myths,Young girls are more likely to have clinical depression than young boys 
Strong myths,"When a newborn suddenly flails and jerks both his arms and his legs, heâ€™s having a seizure"
Strong myths,Children should come first.
Strong myths,"If your baby spits up a lot, something is wrong."
Strong myths,There is no relationship between the amount of television children watch and their behaviour
Strong myths,presence of an intrinsic evil in the child
Strong myths,Children are total drama queens
Strong myths,Toddlers throw tantrums to be naughty
Strong myths,"fussy, high-needs babies turn out to be difficult children"
Strong myths,Kids Are Resilient
Strong myths,All kids are picky.
Strong myths,Toddlers are selfish
Strong myths,All Toddlers Have Tantrums. Donâ€™t They?
Strong myths,"â€œOnly Childâ€ Stereotypes. Only children are spoiled, selfish, lonely and overly dependent on their care givers"
Strong myths,Seeing other people be aggressive will decrease childrenâ€™s aggressive drive
Strong myths,Crack babies can't be cured and will always have serious problems
Strong myths,The 'terrible twos' are indeed terrible.
Strong myths,There is no avoiding the 'terrible twos
Strong myths,Toddlers drop food on the floor because they want to make their parents mad
Strong myths,Preschoolers who hold their breath when angry are trying to upset their parents and get their own way
Strong myths,"Preschoolers who try to bargain with their parents really want to manipulate and control adults, and they should not be allowed to negotiate"
Strong myths,High self-esteem makes children perform better in school
Strong myths,Children and adolescents learn bad behavior from their peers
Strong myths,"Children who play with matches will grow up to be seriously disturbed and violent and will probably be serial killers, especially if they are also cruel to animals and wet their beds"
Strong myths,"Bullying is a natural behavior for children, and there's nothing you can do to stop it"
Strong myths,Adopted children have many more problems of social and emotional development than nonadopted children do
Strong myths,The DARE program is an effective way to prevent children and adolescents from dealing or using drugs The DARE program is an effective way to prevent children and adolescents from dealing or using drugs
Strong myths,Children are reaching puberty earlier with each generation
Strong myths,Friendly Competition Never Hurt Anyone
Strong myths,My child doesnâ€™t like competition
Strong myths,ProtectionKids can be â€œscared straightâ€ from delinquency
Strong myths,Children need protection 24/7 because the world is a dangerous place.
Strong myths,Karate lessons help schoolchildren achieve self-discipline and improve their schoolwork
Strong myths,Drug Abuse Resistance Education (DARE) prevents drug use
Strong myths,A slap on the bottom never hurt anyone.
Strong myths,Young teenagers should be tried and sentenced as adults if they commit serious crimes
Strong myths,Punishment is an effective way of changing children's and adolescents' undesirable behaviors
Strong myths,Kids Need Punishment to Learn
Strong myths,Some Kids Need Tough Love
Strong myths,You either punish them or theyâ€™ll never learn
Strong myths,Toddlers are too young to be disciplined
Strong myths,Strict parents raise well-behaved kids.
Strong myths,A bit of pressure is healthy
Strong myths,Pressure turns on creativity
Strong myths,"You either take full control, or theyâ€™ll walk all over you."
Strong myths,Saying yes equals failing.
Strong myths,"Meltdowns are manipulative, naughty behavior"
Strong myths,Comforting toddlers during tantrums will cause more tantrums
Strong myths,You can hold a baby too much
Strong myths,you can spoil a baby by holding them too much
Strong myths,"If babies are carried too often, they'll get used to it"
