Label,Statements,Type,Strength,statement_length,word_count
Weak facts,"Your toddlerâ€™s cute little nose, large beady eyes and even the chubby little limbs are smart design of evolution to incite strong feelings of love and protection. Did you know that right after birth, the babyâ€™s pupils dilate? Itâ€™s a sign that they find you beautiful and it helps parents fall in love with their baby immediately.",Facts,Weak,335,57
Weak facts,"Studies show that childâ€™s attractiveness increases with age from birth up to age of 9-11 months and then decreases again. children having large eyes, small mouths and noses and a large forehead are assessed as cute",Facts,Weak,216,36
Weak facts,"Evolutionary biologists suggest that newborns are born with an annoying cry so that parents wonâ€™t get too emotionally attached while the baby still has a high chance of dying. Additionally, crying gets the attention a baby needs to survive.",Facts,Weak,242,39
Weak facts,Newborns are tear-free.,Facts,Weak,23,3
Weak facts,"They cry but they donâ€™t produce real tears until approximately the age of three weeks. But, thanks to an overload of emotions and an influx in hormonal balance, new mums tend to make up for their missing tears during those first few days. Call it sympathy tears. And blame the hormones.",Facts,Weak,288,51
Weak facts,Birthmarks are surprisingly common,Facts,Weak,34,4
Weak facts,About a third of babies are born with a birthmark of some kind. ,Facts,Weak,64,13
Weak facts,"The most common type is a stork mark also known as a salmon patch or angel kiss. This is a pale pink patch on your baby's face or neck, which may appear more red when she cries. Stork marks usually disappear within six months.",Facts,Weak,226,44
Weak facts,"Most birthmarks are harmless and will disappear on their own, though some can be a sign of a condition that needs treatment. If your baby has a birthmark, or any unexplained bumps or colouring on her skin, ask your GP to take a look.",Facts,Weak,233,44
Weak facts,"At birth, a babyâ€™s vision is very blurry.When your baby is born, her eyesight is somewhere around 20/2400. She can only see clearly about a foot away and itâ€™s very important for his visual development, but they need to be near her. ",Facts,Weak,236,42
Weak facts,"By the time she is 6 months, she should be able to see at 20/20.",Facts,Weak,64,15
Weak facts,"A babyâ€™s eyes are about 75% of adult size, but its vision is blurry at 20/400. ",Facts,Weak,81,16
Weak facts,"Newborn babies can only see clearly about 20cm to 30cm (8in to 12in) in front of their faces. Everything else is a blur of light, shape and movement. Fortunately, this is the perfect distance for your baby to gaze into your eyes as you feed her!",Facts,Weak,245,46
Weak facts,"By the time your baby's one month or two months old, she'll be able to focus her eyes on a toy when you move it in front of her face. And by the end of the fourth trimester, she'll be able to see close-up colours and shapes much more clearly.",Facts,Weak,242,50
Weak facts,"Help your baby to explore her developing vision by showing her toys with bold patterns in bright, vivid colours.",Facts,Weak,112,19
Weak facts,Your baby after being born will be just having a blurred vision until your child reaches six months when his or her vision becomes a lot clearer. Therefore it is very important to get close to your kid to make them see you and also show them new things closely. This is because it helps them a lot in their visual development.,Facts,Weak,326,62
Weak facts,Infants first recognise the colour red.,Facts,Weak,39,6
Weak facts,"Some experts suggest newborns can only see black, white and grey while others suggest they can see different hues but they are incredible blurry. However, the first colour infants recognize is red. The last colours? Blue and purple.",Facts,Weak,232,38
Weak facts,"Welcome To The Other Dimension. Just after birth, your baby sees only in black and white, with shades of gray. As the months go by, your baby will slowly start to develop his color vision.",Facts,Weak,188,35
Weak facts,A babyâ€™s hearing is most easily damaged by noise exposure in the last trimester and the first six months of life.,Facts,Weak,115,21
Weak facts,The brain develops most rapidly before birth and during the first two years of life.,Facts,Weak,84,15
Weak facts,"During the time of birth, the brain of a human child has resemblance with the brains of apes and Neanderthals. However the brain development process takes place rapidly in a human baby reaching up to 60 percent of the brain development by the age of one.",Facts,Weak,254,46
Weak facts,Eighty per cent of human brainâ€™s structure takes shape between the ages of 0-3 and the 90 percent of the human brainâ€™s structure takes shape until the age of 5.,Facts,Weak,164,30
Weak facts,90% of brain growth happens by age 6,Facts,Weak,36,8
Weak facts,A babyâ€™s brain reaches 70% of its adult size by the first birthday and 80% by the second birthday.,Facts,Weak,100,19
Weak facts,"A childâ€™s brain develops faster between birth to 3 years of age than any other time. In fact, by the time they are 3, they have 1000 trillion brain connections, which is twice as many as adults",Facts,Weak,195,37
Weak facts,"About 700 synapses are created per second in a babyâ€™s brain and by the age of three, the brain has formed 1,000 trillion synapses.",Facts,Weak,132,24
Weak facts,"Just before and after birth, as many as 40,000 new synapses are added every second to a babyâ€™s brain.",Facts,Weak,103,19
